username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
staphtraining,Dr*in phil.  🇪🇺  🚴‍♀️ #Ⓥegan🐣 #democracy #climateprotection #staphblog 🌳🐈   👉 Services: #philosophy #mentaltraining #consulting  👉 Respect © 📷  &  📜,Berlin,5092,5828,10893,2015-10-16 09:51:25,2020-05-04 12:41:40,8,"Scientists will have to do research on this.

The connection of meat consumption resp. #AnimalHusbandry and #epidemics must be clarified,
even if the mainstream is afraid of losing its monstrous #meatconsumption.

#coronavirus #FutureofFood #GoVegan 
#SaveLives #ethics #staphblog https://t.co/2SeWB3lsf8","[{'text': 'AnimalHusbandry', 'indices': [106, 122]}, {'text': 'epidemics', 'indices': [127, 137]}]"
vrg102019,"#JaiShreeRam #MandirWahinBanega
#NoMoreFollowing #NoMoreFollowers, #CongressiGhulam aur #LaalChaddi wale dur rahe. Dhanyawad 🙏

# insta = guptavj5",,243,321,69353,2019-10-10 16:26:24,2020-05-04 12:41:21,27,"We may be 1 bush-meat meal away from the next HIV 1 pangolin plate away from the next killer coronavirus &amp; 1 factory farm away from the next deadly flu says infectious disease expert Dr Michael Greger #covid19 #coronavirus 
#CanselAnimalAg
#GoVegan https://t.co/mCwsFkG2uK",[]
CocoaAmore,"Handmade Chocolate boutique, Silver Street, Leicester",,491,1469,1763,2013-08-20 12:34:45,2020-05-04 12:41:15,1,"Hands off, that's MAROU! 

This Coconut Milk 55% Single Origin bar from Vietnam has sweet, subtle fruity flavours and earthy undertones.

Vegan-friendly 🌱

https://t.co/3nDerk0svU

#marou #veganchocolate #vegan #dairyfreechocolate #cocoaamore @DiscoverLeices @coolasleicester","[{'text': 'marou', 'indices': [181, 187]}, {'text': 'veganchocolate', 'indices': [188, 203]}, {'text': 'vegan', 'indices': [204, 210]}, {'text': 'dairyfreechocolate', 'indices': [211, 230]}, {'text': 'cocoaamore', 'indices': [231, 242]}]"
LOVE999PEACE,,,58,74,156,2019-08-25 13:13:14,2020-05-04 12:41:09,1,"@JackMa @fundacionmessi &amp; @miamifutbolmls 
..the science of karma must be taught in schools.

Plus these clinical trials I'm setting up must happen worldwide for all diseases.
#GoVegan &amp; use your influence to make our world compassionate. Thank you! 😘❤️
https://t.co/ZiyNBPNBFy",[]
Vickietakethat1,love my family 👨‍👩‍👧‍👦 and everything take that.. what else does a woman need 😘,huddersfield,1651,1252,13828,2012-06-01 09:21:12,2020-05-04 12:40:56,60,Hi.....Lasagne for dinner but more importantly can anyone name the song in which I wore this t-shirt in the music video #plantbased #masterchef #slighlyovercookedmaybe #recycledfashion https://t.co/MPrcIAYngF,[]
tamitam__,Arte y ⅉα☡☡ como método de bienestar.,here on earth,434,448,4694,2014-11-02 23:11:58,2020-05-04 12:40:49,1,"🌱#Tofu, #Olives, #Hummus and a healthy, vegan, #glutenfree side dish full of powerful health benefits: Black rice the most nutritious rice you can get- the highest protein, the lowest carbs, and the lowest calories compared to other rice!🥢🌿 #blackrice #veganrecipes #veganlife https://t.co/zXLfDDPihZ","[{'text': 'Tofu', 'indices': [1, 6]}, {'text': 'Olives', 'indices': [8, 15]}, {'text': 'Hummus', 'indices': [17, 24]}, {'text': 'glutenfree', 'indices': [47, 58]}, {'text': 'blackrice', 'indices': [241, 251]}, {'text': 'veganrecipes', 'indices': [252, 265]}, {'text': 'veganlife', 'indices': [266, 276]}]"
baconised,"Converting the world into bacon, one bacon at a time.
In the respect of every being.","Bedford, MA",431,3473,112045,2016-05-21 12:11:29,2020-05-04 12:40:48,2,"Park your #healthy #Kale &amp;...erm... #Tumeric (?) #smoothie on #soothing #junkfood; #Foodie #Coasters, #3Dprinted to order in our #Etsy store (CHEERMEUP=20% off) https://t.co/0mZ7soZKAH #KingOf #Bacon #Vegan #GlutenFree #Food #ベーコン #ビーガン #  #HerefordHour https://t.co/0klVWHim8a","[{'text': 'healthy', 'indices': [25, 33]}, {'text': 'Kale', 'indices': [34, 39]}, {'text': 'Tumeric', 'indices': [55, 63]}, {'text': 'smoothie', 'indices': [68, 77]}, {'text': 'soothing', 'indices': [81, 90]}, {'text': 'junkfood', 'indices': [91, 100]}, {'text': 'Foodie', 'indices': [102, 109]}, {'text': 'Coasters', 'indices': [110, 119]}, {'text': '3Dprinted', 'indices': [121, 131]}]"
gradcock,"photographer of beautiful things, nature lover, real ale and cider, oh and food","South Woodham Ferrers, Essex, UK",107,53,4470,2012-01-09 02:51:58,2020-05-04 12:40:37,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
peristeraRa,#stopYulinforever #boycott_lamogia #σύριζα_ήθελες_έ_σκάσε_και_πλήρωνε #tsimpa_1 #StopBoknal #stopthebarbarians #AdoptDontshop #WeAreOlympiacos,i love Greece ,3164,9195,452946,2015-04-16 17:05:10,2020-05-04 12:40:32,14,"Heard the good people @TRJFProject had intercepted a haul of vegan burger patties that were going to waste with the #COVIDー19 lockdown. Booked a slot, drove in.  I definitely wasn't expecting to drive away with 200 of the things! 😆👍 #vegan #zerowaste #veganhaul #bargainhunting https://t.co/zhbdGGPXRM",[]
staphtraining,Dr*in phil.  🇪🇺  🚴‍♀️ #Ⓥegan🐣 #democracy #climateprotection #staphblog 🌳🐈   👉 Services: #philosophy #mentaltraining #consulting  👉 Respect © 📷  &  📜,Berlin,5092,5828,10893,2015-10-16 09:51:25,2020-05-04 12:40:11,1,"💔😱💔🐔💔 Plucked during life.
This is what it also looks like in German hen houses. 
Barnyard fowl without feathers.
It would at least spoil my appetite 
if I still would eat chicken. 

Simply #Govegan #Bekind #behealthy #feel #think #ethics
#MoralOnMonday #staphblog https://t.co/H2WCS7bwhj",[]
RTAHealth,"Check out free - 2020 Conference.  Come in person or watch live-stream. We are about unbiased, accurate, scientifically proven information on Health & living.","New York, USA",1112,2070,33065,2013-04-05 12:19:31,2020-05-04 12:40:07,0,"#2018  #Conference -  #author, #BrendaDavis; is a registered dietitian and public health nutritionist;  #EatRawFood, #WholeFood,  #PlantBasedDiet,  #WholeFoodDiet,  #Vegetarian,  #Vegan, #HealthBenefitsVegan, https://t.co/JTO72rcT30","[{'text': 'Conference', 'indices': [7, 18]}, {'text': 'author', 'indices': [22, 29]}, {'text': 'BrendaDavis', 'indices': [31, 43]}, {'text': 'EatRawFood', 'indices': [104, 115]}, {'text': 'WholeFood', 'indices': [117, 127]}, {'text': 'PlantBasedDiet', 'indices': [130, 145]}, {'text': 'WholeFoodDiet', 'indices': [148, 162]}, {'text': 'Vegetarian', 'indices': [165, 176]}, {'text': 'Vegan', 'indices': [179, 185]}, {'text': 'HealthBenefitsVegan', 'indices': [187, 207]}]"
aidenjamestour,songster • tc-helicon endorsed • vegan,"Philadelphia, PA",143,2296,28045,2008-12-05 08:39:21,2020-05-04 12:40:01,0,at the stage in #isolation where i’m baking a coco pumpkin vanilla pound #cake. #vegan of course. should i post a slice? 🍰 https://t.co/fvJvM4shX2,"[{'text': 'isolation', 'indices': [16, 26]}, {'text': 'cake', 'indices': [73, 78]}, {'text': 'vegan', 'indices': [80, 86]}]"
jazznclassical,"80s kid,Scorpio all the way. Books,animals,tea,music,nature,art.Αgainst animal cruelty,vegan,cat mom.If you are an animal hater/ hunter, keep away or be blocked",El mar abierto,1130,2390,87589,2009-05-15 22:31:52,2020-05-04 12:39:56,27,"We may be 1 bush-meat meal away from the next HIV 1 pangolin plate away from the next killer coronavirus &amp; 1 factory farm away from the next deadly flu says infectious disease expert Dr Michael Greger #covid19 #coronavirus 
#CanselAnimalAg
#GoVegan https://t.co/mCwsFkG2uK",[]
staphtraining,Dr*in phil.  🇪🇺  🚴‍♀️ #Ⓥegan🐣 #democracy #climateprotection #staphblog 🌳🐈   👉 Services: #philosophy #mentaltraining #consulting  👉 Respect © 📷  &  📜,Berlin,5092,5828,10893,2015-10-16 09:51:25,2020-05-04 12:39:48,15,"🌍☮️🌏
It's no longer just about making the world a bit better.
#Changeyourhabits #now. It feels good to be part of the solution, not of the problem &amp; of suffering.

Take healthy plant-based #dairyfree products.
Pick the tastiest🥛🌮🍕🍲🥮🧁☕️
#Februdairy #MoralonMonday #GoVegan https://t.co/f7MzP3IpKG","[{'text': 'Changeyourhabits', 'indices': [81, 98]}, {'text': 'now', 'indices': [99, 103]}]"
LOVE999PEACE,,,58,74,156,2019-08-25 13:13:14,2020-05-04 12:39:44,1,"@JackMa @fundacionmessi &amp; @miamifutbolmls 
..the science of karma must be taught in schools.

Plus these clinical trials I'm setting up must happen worldwide for all diseases.
#GoVegan &amp; use your influence to make our world compassionate. Thank you! 😘❤️
https://t.co/ZiyNBPNBFy","[{'text': 'GoVegan', 'indices': [180, 188]}]"
TrueBlueLiberal,"I blog occasionally @ https://t.co/b4NH5Szwrw  
""If they can get you asking the wrong questions, they don't have to worry about answers."" Thomas Pynchon",The Catskills,5976,5922,74204,2010-01-01 14:34:24,2020-05-04 12:39:26,1,"If you're a #Vegan or #Vegetarian who doesn't eat dead animals, what's your primary reason for not eating them?","[{'text': 'Vegan', 'indices': [33, 39]}, {'text': 'Vegetarian', 'indices': [43, 54]}]"
EcoVeganJane,"Toronto native, moved to heritage house (1855) in tiny historic hamlet in 1998. #canpol #animalrights #simpleliving #vegan","Gore's Landing, Ontario",344,937,17987,2010-11-29 13:20:12,2020-05-04 12:39:18,6,"#Vegan  #veganlife 

Except for children born and raised vegan, all other #vegans were once upon a time, not a vegan. It's simply a change in perception that is needed. #Veganism is for everyone. https://t.co/veVMToiaS8","[{'text': 'Vegan', 'indices': [15, 21]}, {'text': 'veganlife', 'indices': [23, 33]}, {'text': 'vegans', 'indices': [89, 96]}]"
KabukiRune,∞ CRUELTY FREE BEAUTY || LIFESTYLE || COFFEE ☼ content creator & cat lover ⇡ https://t.co/kT2r4uGaXU ☾ vicky@kabukirune.com 〰️ #kabukirune ⇟,"Torbay, England",665,6980,45093,2017-03-19 00:44:22,2020-05-04 12:39:05,0,"Don’t forget I have an ever growing Ethical Brands list on my blog. It’s a super easy way to find the best ethical beauty, fashion and jewellery https://t.co/Px9AuWq2lT #EthicalFashion #EthicalBeauty #EthicalJewellery #CrueltyFree #Bblogger 🌿☺️🌻✌🏻 #BloggersRequired https://t.co/Q0IDH5lKg7","[{'text': 'EthicalFashion', 'indices': [169, 184]}, {'text': 'EthicalBeauty', 'indices': [185, 199]}, {'text': 'EthicalJewellery', 'indices': [200, 217]}, {'text': 'CrueltyFree', 'indices': [218, 230]}, {'text': 'Bblogger', 'indices': [231, 240]}, {'text': 'BloggersRequired', 'indices': [248, 265]}]"
dormouse1234,,"England, United Kingdom",529,71,16057,2015-05-29 10:13:53,2020-05-04 12:38:52,99,#Competition Just FOLLOW US &amp; RETWEET to enter! #win this luxury Bardot haircare set worth over £30! #vegan #haircare #giveaway ⁦@MMCL_LDN⁩ #stayinandwashyourhair 💁🏼‍♀️💁🏾 https://t.co/KRlCURkoYX,"[{'text': 'Competition', 'indices': [16, 28]}, {'text': 'win', 'indices': [68, 72]}, {'text': 'vegan', 'indices': [121, 127]}, {'text': 'haircare', 'indices': [128, 137]}]"
suseno212,"Dari keluarga kita berjuang. Lama-kelamaan untuk negara.
Tulus, iklas dan bersyukur sejajar dengan Iman.",Taman suropati,1025,168,6201,2010-11-11 02:02:36,2020-05-04 12:38:49,347,"#Compassion isn't weakness, it's using our strength for those who need it most🐢
It doesn't care what we think, it cares what we do🤔
Put compassion into action🤗
#BeKindToAllKinds🐮
Be #vegan💖

@RickyGervais @Ivy_MiddletonUK @Protect_Wldlife @PeterEgan6 @zbleumoon @Animal_Watch https://t.co/EhBdmfQD47","[{'text': 'Compassion', 'indices': [21, 32]}]"
ecobravouk,"Eco-friendly products for the plastic in your life. 100% natural, biodegradable and plastic-free.",London,845,876,222,2019-10-24 14:25:25,2020-05-04 12:38:45,2,"Food just tastes better out of a coconut bowl 🙌🏻😍
Available on https://t.co/6pLYZhcbgn💚

#coconutbowls #veganbowls #veganlife #zerowastehome #zerowasteshopping #zerowastelifestyle #zerowastejourney #ecofriendly #plasticfree #smoothiebowl #veganuk #plantbased #plantpower https://t.co/yhoAL7VTG2","[{'text': 'coconutbowls', 'indices': [89, 102]}, {'text': 'veganbowls', 'indices': [103, 114]}, {'text': 'veganlife', 'indices': [115, 125]}, {'text': 'zerowastehome', 'indices': [126, 140]}, {'text': 'zerowasteshopping', 'indices': [141, 159]}, {'text': 'zerowastelifestyle', 'indices': [160, 179]}, {'text': 'zerowastejourney', 'indices': [180, 197]}, {'text': 'ecofriendly', 'indices': [198, 210]}, {'text': 'plasticfree', 'indices': [211, 223]}, {'text': 'smoothiebowl', 'indices': [224, 237]}, {'text': 'veganuk', 'indices': [238, 246]}, {'text': 'plantbased', 'indices': [247, 258]}, {'text': 'plantpower', 'indices': [259, 270]}]"
oral_to,Official account. Promoting #health & #creativity while also promoting #romance and #safesex.,,40,11,4,2020-04-26 10:10:14,2020-05-04 12:38:42,1,"@agargmd Raw #vegan for more than a decade. Vegetarian for a decade before that. I'm not planning on quitting.

#rawvegan is really awesome.","[{'text': 'vegan', 'indices': [13, 19]}, {'text': 'rawvegan', 'indices': [112, 121]}]"
angie_karan,"Vegan for the Animals.🐄🐖🐕🐤🐼🐘🐐🐧🐳🐦🐝Nature heals me🌿🌾🌴🌲🌵🌻🍃kindness is a soft touch of LOVE ..it can change the world

https://t.co/o6nFSC4eKU","Sydney, AUSTRALIA🇦🇺",22428,38265,38414,2011-12-14 04:50:33,2020-05-04 12:38:40,27,"We may be 1 bush-meat meal away from the next HIV 1 pangolin plate away from the next killer coronavirus &amp; 1 factory farm away from the next deadly flu says infectious disease expert Dr Michael Greger #covid19 #coronavirus 
#CanselAnimalAg
#GoVegan https://t.co/mCwsFkG2uK","[{'text': 'covid19', 'indices': [205, 213]}, {'text': 'coronavirus', 'indices': [214, 226]}, {'text': 'CanselAnimalAg', 'indices': [228, 243]}, {'text': 'GoVegan', 'indices': [244, 252]}]"
MetaphorosisMag,"Beautifully written science fiction and fantasy. Every week. 
Edited by @BMorrisAllen.","Oregon, USA",179,1118,4637,2015-07-03 23:18:36,2020-05-04 12:38:35,3,"I’m in this, with the third short story I ever wrote, reprinted for the third time!

#vegan #scifi #Literature #amreadingscifi https://t.co/FsnDApCgWV","[{'text': 'vegan', 'indices': [104, 110]}, {'text': 'scifi', 'indices': [111, 117]}, {'text': 'Literature', 'indices': [118, 129]}]"
PatrickMcHugh56,,,225,164,2465,2016-04-17 22:02:21,2020-05-04 12:38:20,494,"Kids understand what adults struggle with. 

Why is it that we try to suppress this truth and innate empathy?

#vegan #govegan #SundayThoughts #meatfree #animallovers https://t.co/aGbhxV08v6","[{'text': 'vegan', 'indices': [127, 133]}]"
MalatheVegan,Vegan❤️🌎🐮🐷🌱🥑| Blessed 🙌🏾🙏🏾✨|Kindness Matters ✨☺️|,,185,154,167694,2012-09-04 00:17:15,2020-05-04 12:38:18,10,"If you eat dairy products you support the rape, kidnapping and murder of cows and their young.
You still calling yourself an animal lover? 🤔

Stop abusing animals, stop breastfeeding and grow up.
 
#vegan #COVID__19 #meat #dairy #eggs #animals #plants https://t.co/gyAspU97RB",[]
MalatheVegan,Vegan❤️🌎🐮🐷🌱🥑| Blessed 🙌🏾🙏🏾✨|Kindness Matters ✨☺️|,,185,154,167694,2012-09-04 00:17:15,2020-05-04 12:38:16,3,"7 billion male chicks are crushed alive or gassed to death by the egg industry each year because they don’t lay eggs for you.

Stop believing the labels, stop abusing animals and go vegan already.

Find out more: https://t.co/8I6OzirLgL

#vegan #COVID__19 #meat #dairy #eggs https://t.co/ouchV0XhSK",[]
BatmansBride,"Bookworm, beauty fan, comic book geek and food lover. Usually found floating around on cloud 9!","Yorkshire, England",2916,1490,162505,2012-01-13 20:41:42,2020-05-04 12:38:11,0,"I have entered @stressedmum01 latest giveaway with @wickedgummyco to win some gummy supplements you can enter too at wickedgummyco
#win #giveaway #supplements #chronicillness #vegan #healthy https://t.co/AkEbLgMc8c","[{'text': 'win', 'indices': [131, 135]}, {'text': 'giveaway', 'indices': [136, 145]}, {'text': 'supplements', 'indices': [146, 158]}, {'text': 'chronicillness', 'indices': [159, 174]}, {'text': 'vegan', 'indices': [175, 181]}, {'text': 'healthy', 'indices': [182, 190]}]"
MalatheVegan,Vegan❤️🌎🐮🐷🌱🥑| Blessed 🙌🏾🙏🏾✨|Kindness Matters ✨☺️|,,185,154,167694,2012-09-04 00:17:15,2020-05-04 12:38:09,5,"This mother will never see her child again. 

They will both end up at the slaughterhouse where their bodies will be hacked up into pieces of flesh to accommodate your 5 minutes of taste pleasure.

This is the reality, this is dairy.

#vegan #COVID19 #meat #dairy #eggs https://t.co/INOi07kTmt",[]
MalatheVegan,Vegan❤️🌎🐮🐷🌱🥑| Blessed 🙌🏾🙏🏾✨|Kindness Matters ✨☺️|,,185,154,167694,2012-09-04 00:17:15,2020-05-04 12:38:06,12,"If you know farmer ‘x’ and you know farmer ‘x’ treats his cows nicely, ask farmer ‘x’ where his cows will go when they stop producing milk and are deemed unprofitable? 

Quit the bullshit excuses, stop supporting the animal holocaust and go vegan already. 

#vegan #COVID19",[]
